Data Pedido,ID Cliente,ID Produto,Vendas
06-05-2014,LH-17020,OFF-BI-10003274,9.552
06-05-2014,LH-17020,FUR-BO-10004467,89.991
01-05-2014,AD-10180,OFF-PA-10000675,163.96
08-09-2011,KT-16465,OFF-PA-10002259,17.904
08-09-2011,KT-16465,FUR-CH-10004287,966.7
08-09-2011,KT-16465,OFF-PA-10000482,182.112
21-06-2014,PJ-19015,OFF-ST-10004835,4.464
26-12-2012,MC-18100,FUR-TA-10004086,51.588
16-08-2014,BO-11350,OFF-LA-10000305,50.4
05-03-2014,DP-13000,OFF-PA-10000806,89.568
28-07-2014,TM-21490,FUR-FU-10004018,14.89
28-07-2014,TM-21490,TEC-PH-10002660,543.92
24-09-2013,DV-13045,OFF-EN-10001509,4.08
24-09-2013,DV-13045,OFF-LA-10003148,18.9
31-05-2013,AH-10690,FUR-TA-10002645,2275.5
31-05-2013,AH-10690,TEC-AC-10003033,1979.7
31-05-2013,AH-10690,OFF-LA-10001297,62.1
16-11-2011,AB-10165,FUR-CH-10002017,37.296
21-09-2011,JS-15940,FUR-FU-10001546,8.544
21-02-2013,BV-11245,FUR-FU-10000629,68.95
21-02-2013,BV-11245,OFF-ST-10000036,296.37
21-02-2013,BV-11245,TEC-PH-10002583,39.98
20-11-2014,NC-18415,FUR-CH-10003774,191.058
20-11-2014,NC-18415,OFF-AR-10003876,13.04
20-11-2014,NC-18415,OFF-BI-10003527,1525.188
22-08-2013,SU-20665,OFF-LA-10004559,9.216
22-08-2013,SU-20665,OFF-SU-10002573,28.048
01-05-2014,DJ-13510,FUR-FU-10000222,64.96
01-05-2014,DJ-13510,OFF-EN-10001219,30.56
03-05-2013,DL-12865,FUR-CH-10002304,187.056
03-10-2014,Dp-13240,FUR-FU-10002364,11.808
03-10-2014,Dp-13240,FUR-FU-10004864,9.656
03-10-2014,Dp-13240,OFF-PA-10003172,20.736
03-10-2014,Dp-13240,OFF-BI-10000977,27.36
03-10-2014,Dp-13240,FUR-TA-10000198,2314.116
03-10-2014,Dp-13240,OFF-BI-10003984,34.236
03-10-2014,Dp-13240,FUR-FU-10003691,19.76
19-09-2014,TM-21010,OFF-PA-10004082,15.96
04-12-2012,TZ-21580,OFF-AR-10003723,16.9
04-12-2012,TZ-21580,FUR-FU-10004270,25.08
17-01-2012,SC-20260,OFF-AR-10003183,6.68
07-01-2011,LS-17230,OFF-PA-10002005,19.44
05-03-2012,MV-18190,TEC-PH-10000149,31.92
26-12-2013,BD-11620,OFF-BI-10001524,33.568
05-09-2013,CV-12295,FUR-FU-10004748,63.94
05-09-2013,CV-12295,OFF-BI-10001460,60.6
05-09-2013,CV-12295,OFF-SU-10002503,22.72
26-08-2011,KB-16315,FUR-FU-10001731,10.68
26-08-2011,KB-16315,OFF-PA-10002160,17.34
26-08-2011,KB-16315,OFF-PA-10002659,3.38
21-05-2012,ME-18010,OFF-BI-10001636,26.976
17-10-2014,AJ-10780,OFF-PA-10000062,307.776
09-11-2012,DV-13465,OFF-ST-10002554,244.55
09-11-2012,DV-13465,OFF-EN-10001509,12.24
09-11-2012,DV-13465,TEC-AC-10002018,13.98
09-11-2012,DV-13465,TEC-AC-10002637,899.95
21-11-2011,JK-15325,OFF-EN-10001509,1.632
21-11-2011,JK-15325,TEC-PH-10004922,267.96
11-10-2012,SH-20395,TEC-AC-10002550,31.95
22-03-2014,SC-20725,OFF-ST-10003208,725.84
22-03-2014,SC-20725,OFF-BI-10003981,10.896
22-03-2014,SC-20725,OFF-BI-10001031,8.544
04-01-2012,CS-12250,OFF-BI-10003676,32.34
04-01-2012,CS-12250,OFF-PA-10004082,39.9
10-12-2014,LH-16900,OFF-PA-10001019,143.856
07-09-2013,YC-21895,OFF-PA-10004665,41.92
07-09-2013,YC-21895,TEC-PH-10002447,329.584
04-09-2013,CY-12745,OFF-BI-10000014,87.28
13-05-2011,AH-10030,FUR-CH-10002439,279.456
13-05-2011,AH-10030,OFF-PA-10003063,8.0
30-09-2013,AR-10540,OFF-BI-10002982,27.24
05-08-2011,SS-20590,TEC-AC-10004510,16.36
05-08-2011,SS-20590,OFF-ST-10000321,15.78
05-08-2011,SS-20590,OFF-AR-10004602,45.98
15-04-2014,DW-13585,FUR-BO-10003433,198.272
10-06-2014,NC-18625,OFF-ST-10001496,720.76
30-12-2013,CD-11920,FUR-FU-10000672,70.56
30-12-2013,CD-11920,OFF-AP-10001293,81.96
19-01-2011,DW-13195,OFF-AP-10000692,64.864
21-11-2013,EH-13990,TEC-PH-10004539,151.192
11-06-2014,BD-11320,TEC-PH-10002923,88.776
11-06-2014,BD-11320,OFF-LA-10004689,11.56
11-06-2014,BD-11320,OFF-ST-10001228,15.58
11-09-2014,KH-16630,OFF-PA-10003302,85.056
09-04-2014,NH-18610,FUR-FU-10004665,273.96
09-04-2014,NH-18610,FUR-FU-10004188,306.9
24-10-2012,AG-10495,OFF-PA-10003177,15.552
24-10-2012,AG-10495,FUR-TA-10002607,347.361
24-10-2012,AG-10495,OFF-PA-10001166,10.368
28-05-2014,RP-19855,TEC-AC-10004510,98.16
28-05-2014,RP-19855,OFF-AR-10004062,31.44
05-12-2011,NB-18655,OFF-EN-10000056,348.488
05-12-2011,NB-18655,OFF-ST-10001469,172.736
15-08-2013,JM-15580,OFF-PA-10000551,15.54
15-08-2013,JM-15580,TEC-MA-10000423,105.552
06-09-2013,DM-13525,OFF-PA-10001870,25.92
06-09-2013,DM-13525,OFF-FA-10001843,15.808
06-09-2013,DM-13525,OFF-PA-10002036,10.368
27-06-2014,CC-12220,TEC-PH-10001760,358.2
27-06-2014,CC-12220,TEC-PH-10000673,545.916
13-03-2014,GA-14725,OFF-BI-10000829,40.41
19-02-2014,CV-12805,TEC-PH-10001924,167.976
19-02-2014,CV-12805,TEC-AC-10004864,109.53
19-02-2014,CV-12805,OFF-LA-10004345,9.82
11-11-2014,NC-18535,OFF-BI-10000088,26.352
19-11-2011,GR-14560,OFF-LA-10002787,22.5
19-11-2011,GR-14560,OFF-LA-10001569,9.96
19-11-2011,GR-14560,OFF-BI-10002429,213.08
19-11-2011,GR-14560,FUR-BO-10000362,1025.88
18-11-2011,JG-15805,OFF-PA-10003016,21.98
25-09-2013,EB-13750,FUR-FU-10002501,63.2
21-11-2013,MC-17605,OFF-AP-10003622,39.0
28-09-2013,BM-11650,OFF-BI-10002764,2.907
10-04-2013,HF-14995,FUR-BO-10001798,556.665
22-09-2014,ML-18265,TEC-AC-10000158,71.98
22-09-2014,ML-18265,TEC-AC-10000303,79.98
25-08-2014,AH-10195,OFF-BI-10003910,24.672
25-08-2014,AH-10195,OFF-BI-10000138,3.744
22-02-2013,TZ-21580,TEC-PH-10002398,445.96
22-02-2013,TZ-21580,TEC-AC-10003399,36.24
22-02-2013,TZ-21580,OFF-FA-10000992,10.65
09-12-2014,DM-13345,OFF-PA-10003022,87.92
09-12-2014,DM-13345,OFF-BI-10002854,22.424
09-12-2014,DM-13345,OFF-BI-10001670,90.48
09-12-2014,DM-13345,OFF-ST-10001837,42.76
19-09-2014,TS-21505,OFF-BI-10002012,10.08
19-09-2014,TS-21505,TEC-AC-10004992,101.34
12-09-2013,TB-21625,TEC-PH-10003171,224.75
24-09-2014,LC-16870,OFF-AP-10000390,73.176
24-09-2014,LC-16870,OFF-PA-10004888,20.736
24-09-2014,LC-16870,TEC-PH-10004188,39.984
06-10-2011,AM-10360,OFF-BI-10004099,15.36
23-10-2012,JE-15715,OFF-PA-10004621,36.288
23-10-2012,JE-15715,TEC-PH-10002103,150.384
01-04-2013,CS-11950,TEC-PH-10002789,280.782
01-04-2013,CS-11950,TEC-AC-10003289,31.984
30-12-2013,PF-19225,OFF-BI-10000138,11.232
04-11-2014,PJ-18835,OFF-PA-10001215,26.4
21-01-2014,JF-15490,OFF-AR-10001545,3.52
04-12-2013,NM-18520,TEC-AC-10003870,1649.95
04-12-2013,NM-18520,FUR-FU-10001085,111.9
15-06-2013,MH-17290,FUR-BO-10004218,599.165
03-09-2013,SZ-20035,OFF-ST-10003455,46.53
05-09-2011,PR-18880,FUR-FU-10001967,31.984
22-10-2014,FC-14245,OFF-AP-10000938,161.568
22-10-2014,FC-14245,OFF-PA-10002195,4.064
22-10-2014,FC-14245,OFF-BI-10002799,6.216
26-04-2014,LH-16750,OFF-AR-10000246,8.896
19-10-2012,RM-19675,OFF-AP-10000275,1640.7
19-10-2012,RM-19675,TEC-AC-10000892,270.0
05-07-2011,DM-13525,FUR-FU-10001591,19.52
05-07-2011,DM-13525,OFF-BI-10001787,9.81
05-07-2011,DM-13525,FUR-FU-10003192,213.216
05-04-2013,EH-14185,OFF-BI-10004600,588.784
14-11-2014,TC-21295,OFF-AR-10002335,2.064
10-09-2014,AI-10855,OFF-PA-10000859,6.368
17-04-2012,JM-15535,TEC-AC-10003198,99.6
17-04-2012,JM-15535,OFF-BI-10001900,62.296
17-04-2012,JM-15535,OFF-AR-10000614,10.71
26-07-2013,BE-11335,OFF-EN-10003040,20.936
27-08-2013,DR-12880,TEC-PH-10003442,33.0
27-08-2013,DR-12880,TEC-AC-10002800,249.95
12-09-2011,TA-21385,OFF-SU-10000157,357.93
12-09-2011,TA-21385,TEC-AC-10001542,57.4
12-09-2011,TA-21385,OFF-BI-10004519,331.96
12-09-2011,TA-21385,FUR-FU-10003464,40.56
23-07-2013,KN-16705,OFF-SU-10004261,86.2
20-05-2014,PJ-18835,OFF-PA-10004733,38.016
29-04-2014,MC-17605,OFF-ST-10001325,8.384
29-04-2014,MC-17605,OFF-AR-10003056,6.848
30-12-2014,BS-11755,OFF-FA-10000089,19.6
30-12-2014,BS-11755,FUR-FU-10004093,68.46
05-09-2014,PK-19075,OFF-BI-10004022,13.344
05-09-2014,PK-19075,FUR-TA-10001771,1478.272
21-03-2011,TS-21205,OFF-ST-10002301,16.272
29-09-2014,BD-11725,FUR-FU-10001706,9.24
20-01-2011,TS-21340,OFF-BI-10003676,32.34
20-01-2011,TS-21340,OFF-PA-10000659,56.064
20-01-2011,TS-21340,OFF-EN-10002504,108.72
20-01-2011,TS-21340,FUR-BO-10001972,181.47
15-02-2011,ST-20530,OFF-PA-10000466,16.176
10-06-2013,DB-13210,FUR-CH-10002774,122.352
26-09-2011,KF-16285,FUR-CH-10000454,585.552
26-09-2011,KF-16285,OFF-PA-10004888,19.44
31-05-2013,JM-16195,OFF-AP-10003842,123.92
20-12-2014,TS-21505,FUR-FU-10000320,13.36
20-12-2014,TS-21505,OFF-ST-10002554,78.256
20-12-2014,TS-21505,FUR-BO-10000468,102.018
27-12-2014,YC-21895,OFF-ST-10004459,750.68
16-06-2014,Dp-13240,OFF-LA-10002312,44.4
16-06-2014,Dp-13240,OFF-ST-10001291,84.55
16-06-2014,Dp-13240,OFF-PA-10003022,17.94
21-11-2013,SJ-20500,OFF-BI-10002133,128.4
31-03-2011,KB-16240,OFF-BI-10001097,1.869
09-10-2014,CS-12250,TEC-PH-10001336,103.192
09-10-2014,CS-12250,TEC-AC-10002305,36.0
09-10-2014,CS-12250,TEC-AC-10003610,239.96
09-10-2014,CS-12250,OFF-ST-10002301,40.68
31-01-2014,EB-13870,FUR-CH-10002044,419.136
12-12-2011,PB-19150,OFF-EN-10001099,23.472
24-10-2012,MT-18070,OFF-BI-10004140,3.592
02-04-2014,BF-11020,TEC-PH-10004897,23.976
02-04-2014,BF-11020,OFF-LA-10000262,6.264
02-04-2014,BF-11020,OFF-AP-10002222,20.808
02-04-2014,BF-11020,FUR-CH-10003774,218.352
27-01-2014,CG-12520,OFF-ST-10000615,18.16
28-11-2011,DH-13675,OFF-SU-10001225,7.36
28-11-2011,DH-13675,OFF-LA-10002043,41.4
28-11-2011,DH-13675,FUR-BO-10000330,411.332
04-09-2012,SC-20440,OFF-BI-10001249,7.656
13-06-2014,HG-15025,TEC-AC-10004469,63.92
16-07-2014,MM-18055,OFF-AR-10001177,6.56
16-07-2014,MM-18055,OFF-LA-10000634,7.83
16-07-2014,MM-18055,TEC-AC-10004708,41.9
16-07-2014,MM-18055,FUR-CH-10002084,664.146
16-07-2014,MM-18055,OFF-PA-10004519,8.96
03-11-2014,TH-21115,FUR-FU-10001847,3.312
03-11-2014,TH-21115,OFF-AP-10001962,20.136
03-11-2014,TH-21115,OFF-EN-10003845,8.856
03-11-2014,TH-21115,TEC-PH-10001817,859.2
09-10-2013,JE-15745,OFF-PA-10000167,61.96
09-04-2013,PG-18820,OFF-EN-10002973,17.92
08-10-2012,MB-17305,FUR-FU-10001588,145.9
16-05-2014,JD-16015,OFF-PA-10001736,56.704
16-05-2014,JD-16015,TEC-PH-10002185,11.12
25-02-2011,JH-15430,OFF-PA-10000174,32.896
25-02-2011,JH-15430,OFF-PA-10000069,22.776
30-05-2012,EN-13780,TEC-PH-10001795,239.97
30-05-2012,EN-13780,OFF-AP-10004540,160.32
30-05-2012,EN-13780,TEC-PH-10001527,128.85
19-11-2013,KC-16255,TEC-AC-10003870,1319.96
05-12-2014,MS-17980,FUR-CH-10004540,239.96
05-12-2014,MS-17980,FUR-FU-10004093,54.768
05-12-2014,MS-17980,OFF-AR-10000716,13.392
05-12-2014,MS-17980,OFF-PA-10002709,23.92
05-12-2014,MS-17980,TEC-AC-10000580,255.968
06-06-2013,CK-12205,OFF-BI-10000829,21.552
06-06-2013,CK-12205,OFF-AP-10004859,58.24
11-12-2013,SJ-20125,OFF-PA-10000575,80.28
01-05-2014,EA-14035,OFF-AR-10002804,9.78
25-04-2014,MG-17890,OFF-FA-10002676,1.81
08-05-2012,AB-10255,OFF-PA-10003465,37.94
31-03-2012,SC-20260,TEC-PH-10000011,79.96
07-08-2014,TB-21355,OFF-PA-10004381,115.296
03-12-2014,JK-16090,TEC-PH-10001795,2479.96
07-06-2013,CK-12595,TEC-AC-10001109,179.94
07-06-2013,CK-12595,TEC-AC-10003038,26.85
07-06-2013,CK-12595,TEC-AC-10003174,323.37
07-06-2013,CK-12595,OFF-PA-10000157,59.94
07-06-2013,CK-12595,OFF-BI-10001721,64.14
07-06-2013,CK-12595,OFF-BI-10000591,11.67
07-06-2013,CK-12595,OFF-PA-10001534,12.96
13-04-2012,SS-20590,OFF-BI-10002071,17.43
23-05-2014,LE-16810,FUR-CH-10000513,181.986
23-05-2014,LE-16810,OFF-BI-10003274,1.592
23-05-2014,LE-16810,OFF-SU-10000381,22.344
20-12-2013,ES-14080,FUR-TA-10001086,455.97
20-12-2013,ES-14080,OFF-BI-10000174,10.44
20-12-2013,ES-14080,OFF-BI-10002103,5.214
23-09-2014,MG-17890,OFF-ST-10001590,67.4
08-09-2014,JM-16195,FUR-FU-10002396,25.16
08-09-2014,JM-16195,TEC-PH-10002807,126.56
28-11-2011,SG-20470,OFF-AP-10004859,43.68
28-11-2011,SG-20470,TEC-AC-10003447,139.93
12-11-2011,DB-12970,OFF-AR-10003183,2.672
12-11-2011,DB-12970,OFF-SU-10000432,16.656
12-11-2011,DB-12970,TEC-AC-10003832,79.512
12-11-2011,DB-12970,OFF-PA-10004100,36.288
12-11-2011,DB-12970,FUR-BO-10004467,67.9932
03-10-2014,JW-15220,FUR-FU-10002963,10.16
14-12-2012,KD-16495,FUR-FU-10003829,6.16
14-12-2012,KD-16495,OFF-AR-10003582,56.3
06-12-2012,IL-15100,OFF-PA-10000048,6.48
06-12-2012,IL-15100,OFF-ST-10000078,1325.85
06-12-2012,IL-15100,OFF-LA-10004853,14.94
01-04-2014,JE-15610,OFF-BI-10001153,34.54
01-04-2014,JE-15610,TEC-CO-10001449,2999.95
01-04-2014,JE-15610,OFF-BI-10000474,64.12
14-03-2014,SU-20665,OFF-AR-10000799,19.456
14-03-2014,SU-20665,TEC-MA-10002109,209.986
14-03-2014,SU-20665,OFF-AR-10003338,29.76
14-03-2014,SU-20665,FUR-CH-10003606,89.768
14-03-2014,SU-20665,TEC-CO-10001449,959.984
14-03-2014,SU-20665,OFF-PA-10001934,15.552
14-03-2014,SU-20665,TEC-PH-10001527,34.36
05-12-2011,EA-14035,OFF-PA-10001033,98.376
05-12-2011,EA-14035,OFF-BI-10003719,29.94
05-12-2011,EA-14035,OFF-PA-10003036,17.472
05-12-2011,EA-14035,TEC-PH-10001870,36.738
05-12-2011,EA-14035,TEC-PH-10001809,179.94
13-12-2013,RF-19840,FUR-FU-10004864,383.64
13-12-2013,RF-19840,OFF-AP-10002350,56.52
10-09-2014,LC-17050,OFF-AR-10003829,6.56
10-09-2014,LC-17050,FUR-CH-10003833,243.92
10-09-2014,LC-17050,OFF-PA-10000143,47.52
05-10-2014,PS-18970,FUR-FU-10000076,19.98
10-05-2013,PS-18970,OFF-AR-10000462,8.0
15-12-2011,JO-15280,FUR-FU-10003829,6.16
01-12-2014,VP-21730,OFF-ST-10002182,83.56
01-12-2014,VP-21730,TEC-PH-10001468,546.06
01-12-2014,VP-21730,OFF-ST-10001809,269.49
19-03-2012,GA-14725,OFF-FA-10001561,10.9
19-07-2011,EM-14140,OFF-BI-10001759,6.096
09-12-2013,DB-13615,OFF-ST-10000615,34.05
09-12-2013,DB-13615,OFF-ST-10003816,352.38
13-10-2011,ML-17395,FUR-CH-10002880,245.98
13-10-2011,ML-17395,OFF-BI-10004738,18.94
20-11-2014,JH-15430,OFF-BI-10003984,59.913
25-09-2014,BP-11095,TEC-PH-10000984,391.98
25-09-2014,BP-11095,TEC-PH-10001944,437.85
25-09-2012,SB-20185,OFF-BI-10002735,68.62
14-02-2014,SV-20785,OFF-SU-10001165,25.02
14-02-2014,SV-20785,OFF-AR-10000614,10.71
03-10-2011,DO-13435,OFF-AR-10004010,55.984
03-10-2011,DO-13435,OFF-EN-10004030,14.48
03-10-2011,DO-13435,TEC-AC-10003023,142.488
28-08-2013,TB-21355,OFF-ST-10003572,14.16
28-08-2013,TB-21355,OFF-PA-10004353,79.92
03-12-2012,BS-11380,OFF-BI-10003718,590.352
21-09-2013,FM-14215,FUR-FU-10001546,17.088
21-09-2013,FM-14215,FUR-CH-10002880,98.392
26-03-2014,JL-15835,OFF-AR-10001547,11.05
06-12-2012,AF-10870,OFF-AP-10001626,7.78
01-09-2014,BG-11035,TEC-AC-10003033,659.9
05-10-2012,MB-17305,TEC-AC-10002323,53.04
19-08-2014,HW-14935,TEC-AC-10002049,843.9
19-08-2014,HW-14935,TEC-AC-10002253,1496.16
02-02-2013,AB-10105,OFF-ST-10003994,117.96
24-08-2013,JP-15460,OFF-AR-10002399,21.3
24-08-2013,JP-15460,OFF-AP-10002118,1040.8
24-08-2013,JP-15460,OFF-AR-10001954,29.34
01-07-2014,DV-13045,FUR-FU-10001591,19.52
18-09-2012,CM-12190,OFF-ST-10004186,443.92
26-09-2013,SC-20695,TEC-AC-10001908,499.95
26-09-2013,SC-20695,OFF-AR-10000817,3.04
26-09-2013,SC-20695,FUR-CH-10004218,201.96
26-09-2013,SC-20695,FUR-FU-10000755,68.64
25-10-2013,VW-21775,TEC-AC-10003063,100.0
25-10-2013,VW-21775,TEC-AC-10002637,359.98
29-09-2011,PP-18955,FUR-FU-10001706,6.16
29-09-2011,PP-18955,FUR-TA-10002958,2348.82
27-06-2014,DR-12880,OFF-LA-10004689,13.872
27-06-2014,DR-12880,FUR-CH-10001545,273.552
22-08-2013,RB-19465,FUR-TA-10002530,815.292
12-02-2011,NF-18385,TEC-AC-10001432,234.45
12-02-2011,NF-18385,FUR-TA-10003715,1256.22
12-02-2011,NF-18385,OFF-BI-10003291,17.46
24-09-2013,CR-12580,OFF-BI-10004187,10.528
05-12-2012,SU-20665,OFF-BI-10000666,152.8
04-09-2014,SC-20050,OFF-BI-10002225,82.56
04-09-2014,SC-20050,TEC-AC-10000474,284.97
27-03-2014,ML-18040,FUR-FU-10004245,60.84
21-12-2011,GM-14440,FUR-CH-10004287,1325.76
21-12-2011,GM-14440,FUR-CH-10000595,572.16
23-09-2011,JK-15640,OFF-PA-10003063,28.8
03-04-2014,AT-10435,OFF-AR-10000246,11.12
02-04-2013,DB-12910,FUR-FU-10003274,7.04
15-05-2012,AH-10690,OFF-EN-10004147,17.94
24-03-2014,SJ-20125,OFF-BI-10002103,34.76
15-04-2014,HM-14860,FUR-FU-10004018,74.45
04-01-2012,AG-10495,FUR-FU-10001473,192.22
03-11-2014,JB-16000,OFF-PA-10001800,19.44
18-07-2014,AJ-10795,OFF-PA-10004609,32.4
18-07-2014,AJ-10795,OFF-EN-10002592,57.9
18-07-2014,AJ-10795,OFF-ST-10002957,10.56
18-07-2014,AJ-10795,FUR-BO-10002613,1194.165
07-10-2014,MM-18280,OFF-PA-10001033,40.99
04-11-2011,TH-21235,OFF-AR-10000940,2.94
19-12-2013,AH-10120,OFF-BI-10001670,45.24
19-12-2013,AH-10120,OFF-AR-10004078,18.688
19-12-2013,AH-10120,OFF-PA-10003036,11.648
19-12-2013,AH-10120,TEC-AC-10000991,112.776
19-12-2013,AH-10120,FUR-TA-10002530,377.45
19-12-2013,AH-10120,OFF-LA-10000407,15.936
19-12-2013,AH-10120,TEC-PH-10004833,28.68
25-09-2013,CL-12700,FUR-FU-10002671,21.44
25-09-2013,CL-12700,OFF-ST-10001370,511.056
22-07-2013,JG-15310,OFF-AR-10000914,18.656
22-07-2013,JG-15310,OFF-BI-10001116,11.088
22-07-2013,JG-15310,OFF-ST-10002276,66.688
22-07-2013,JG-15310,OFF-ST-10004340,99.488
12-06-2013,SE-20110,OFF-LA-10004093,14.62
12-06-2013,SE-20110,OFF-BI-10004728,53.984
12-06-2013,SE-20110,TEC-AC-10003095,389.97
09-06-2012,TG-21640,FUR-FU-10003192,355.36
09-06-2012,TG-21640,TEC-PH-10004522,140.376
28-10-2014,SH-19975,OFF-EN-10003068,15.84
28-10-2014,SH-19975,OFF-PA-10001204,8.448
22-01-2013,MC-17275,OFF-PA-10003953,12.96
28-05-2011,PJ-18835,TEC-PH-10001552,57.408
28-05-2011,PJ-18835,TEC-AC-10004877,27.6
29-12-2011,ZC-21910,FUR-FU-10000193,38.976
29-07-2013,SC-20680,OFF-FA-10000735,20.44
29-07-2013,SC-20680,OFF-PA-10002120,109.92
25-09-2013,BP-11230,OFF-BI-10001249,6.38
25-09-2013,BP-11230,OFF-PA-10001569,6.48
02-04-2011,RD-19585,OFF-PA-10004248,15.84
02-04-2011,RD-19585,TEC-PH-10001128,1049.93
02-04-2011,RD-19585,OFF-AP-10003842,154.9
05-11-2012,KL-16645,OFF-BI-10002794,98.352
28-07-2011,CK-12205,OFF-FA-10000621,14.32
28-07-2011,CK-12205,FUR-FU-10003623,129.888
28-07-2011,CK-12205,OFF-EN-10000781,48.944
26-12-2012,RB-19705,FUR-CH-10002044,275.058
10-12-2012,KM-16225,OFF-AR-10000817,27.36
10-12-2012,KM-16225,OFF-PA-10001509,44.75
10-12-2012,KM-16225,TEC-PH-10004667,134.99
10-12-2012,KM-16225,OFF-PA-10000143,26.4
10-12-2012,KM-16225,FUR-CH-10000785,542.94
06-05-2013,AH-10465,FUR-TA-10001676,71.088
15-10-2014,AG-10765,OFF-BI-10000309,27.396
15-10-2014,AG-10765,OFF-BI-10004224,13.456
06-11-2013,EB-14170,OFF-LA-10002312,11.84
04-11-2014,PG-18895,OFF-PA-10003022,35.88
25-11-2013,CA-12055,OFF-EN-10001532,40.752
25-11-2013,CA-12055,TEC-AC-10004855,139.96
14-12-2011,SS-20875,OFF-AR-10003829,2.624
14-12-2011,SS-20875,FUR-TA-10002645,136.53
14-12-2011,SS-20875,TEC-AC-10003033,263.96
03-11-2011,RP-19390,OFF-SU-10002522,11.64
23-09-2014,SC-20440,OFF-BI-10004828,40.176
08-05-2012,NW-18400,FUR-FU-10001095,79.44
08-05-2012,NW-18400,OFF-SU-10000157,357.93
08-05-2012,NW-18400,FUR-CH-10002647,127.764
08-05-2012,NW-18400,TEC-CO-10004115,2799.944
08-05-2012,NW-18400,OFF-PA-10003363,19.44
01-08-2014,KW-16435,TEC-PH-10003092,36.792
01-03-2011,HR-14770,TEC-PH-10003655,5.94
26-09-2014,AG-10900,OFF-ST-10001476,177.55
09-10-2012,BM-11650,TEC-AC-10002049,619.95
09-10-2012,BM-11650,TEC-PH-10003875,29.16
09-10-2012,BM-11650,OFF-EN-10003286,57.96
09-10-2012,BM-11650,OFF-AP-10003971,29.403
30-03-2014,RD-19720,OFF-ST-10001031,81.4
14-11-2012,KB-16585,OFF-FA-10000304,8.72
14-11-2012,KB-16585,TEC-AC-10000358,91.176
14-11-2012,KB-16585,TEC-AC-10002800,159.968
27-09-2013,DW-13585,OFF-PA-10004735,12.96
22-09-2011,VG-21805,OFF-ST-10002574,331.536
25-09-2012,DR-12880,TEC-AC-10004171,899.91
04-05-2012,AH-10690,TEC-PH-10002922,946.344
09-12-2014,JP-15520,TEC-AC-10003023,178.11
09-12-2014,JP-15520,OFF-AP-10003590,1089.75
09-12-2014,JP-15520,OFF-LA-10003510,61.06
09-12-2014,JP-15520,FUR-BO-10003159,459.92
09-12-2014,JP-15520,OFF-PA-10002713,27.52
30-06-2014,DR-12880,FUR-BO-10002598,638.82
30-06-2014,DR-12880,OFF-SU-10002537,30.69
30-06-2014,DR-12880,FUR-FU-10003976,25.16
29-06-2011,JK-15625,OFF-BI-10000174,13.92
21-01-2011,MV-17485,OFF-PA-10002893,19.36
21-01-2011,MV-17485,FUR-FU-10003194,19.3
01-01-2014,BP-11155,OFF-BI-10004233,38.376
29-03-2014,DH-13075,OFF-PA-10000232,12.96
29-03-2014,DH-13075,FUR-FU-10001095,26.48
29-03-2014,DH-13075,TEC-MA-10004679,532.72
29-03-2014,DH-13075,OFF-PA-10003651,26.72
29-03-2014,DH-13075,OFF-PA-10000743,20.04
29-03-2014,DH-13075,OFF-ST-10002743,795.48
29-03-2014,DH-13075,FUR-FU-10003829,21.56
09-12-2013,LH-16900,TEC-PH-10002496,249.584
09-12-2013,LH-16900,TEC-AC-10002473,68.112
09-12-2013,LH-16900,TEC-AC-10004877,16.56
19-11-2014,DK-13090,TEC-PH-10000923,74.95
30-05-2011,SS-20410,FUR-TA-10001539,355.455
22-01-2013,FP-14320,OFF-LA-10003498,44.4
22-01-2013,FP-14320,OFF-LA-10004484,20.65
03-02-2013,LC-17050,FUR-CH-10000015,866.4
29-03-2012,AS-10240,OFF-AR-10003732,5.56
14-10-2011,HG-15025,OFF-AP-10004052,3.16
14-10-2011,HG-15025,TEC-CO-10002095,1999.96
11-08-2012,BW-11065,FUR-FU-10004270,46.152
22-11-2012,BH-11710,TEC-MA-10000423,32.985
31-12-2013,JP-16135,OFF-ST-10001526,481.32
31-12-2013,JP-16135,OFF-BI-10002194,6.384
13-08-2014,JM-16195,OFF-AP-10000828,542.94
13-08-2014,JM-16195,FUR-FU-10001473,54.92
03-11-2012,FH-14365,FUR-CH-10004983,1448.82
10-09-2012,MC-17575,OFF-ST-10003994,353.88
08-11-2011,EB-13870,TEC-PH-10004447,333.576
09-10-2013,PM-19135,OFF-LA-10004545,60.144
09-09-2014,AR-10345,TEC-AC-10003116,85.2
25-02-2012,SS-20875,OFF-LA-10001641,3.15
25-02-2012,SS-20875,OFF-PA-10002377,22.72
24-09-2012,SC-20440,FUR-FU-10000010,14.91
24-09-2012,SC-20440,OFF-AP-10002651,1158.12
26-11-2012,EA-14035,TEC-CO-10002313,599.99
01-09-2013,TP-21130,OFF-ST-10001580,23.968
13-04-2013,BP-11290,FUR-CH-10001545,638.288
13-04-2013,BP-11290,OFF-BI-10004826,13.208
05-12-2013,LM-17065,OFF-BI-10000301,15.528
05-12-2013,KT-16465,OFF-PA-10000994,104.85
11-11-2011,AP-10915,OFF-AR-10003156,30.48
11-11-2011,AP-10915,FUR-CH-10000988,112.648
02-04-2012,JD-15790,TEC-MA-10003329,71.976
12-12-2012,XP-21865,OFF-AR-10001547,2.21
12-12-2012,XP-21865,OFF-EN-10003072,15.52
